id;creationTime;chatId;startingCause;usuario;type;text;caracteres
FW31WPKF7NZ0ER6S7BHR_2024-01-18T00:00:21.856Z;2024-01-18T00:00:21Z;FW31WPKF7NZ0ER6S7BHR;Organic;user;text;Gracias por tu mensaje. Nuestro horario de atención es de lunes a viernes de 9 a 18 hs. Nos pondremos en contacto en cuanto retomemos nuestra actividad.;126;0
FW31WPKF7NZ0ER6S7BHR_2024-01-18T00:00:21.856Z;2024-01-18T00:00:21Z;FW31WPKF7NZ0ER6S7BHR;Organic;bot;text;¡Hola! Soy *Ana*, la asistente virtual de Guru.   Estoy para ayudarte en lo que necesites.;74;0
FW31WPKF7NZ0ER6S7BHR_2024-01-18T00:00:21.856Z;2024-01-18T00:00:21Z;FW31WPKF7NZ0ER6S7BHR;Organic;bot;text;Gracias por comunicarse con nosotros. 👋;34;0
FW31WPKF7NZ0ER6S7BHR_2024-01-18T00:00:21.856Z;2024-01-18T00:00:21Z;FW31WPKF7NZ0ER6S7BHR;Organic;bot;text;Gracias por comunicarse con nosotros. 👋;34;0
QDLBF300CF2V1Z2L1XZV_2024-01-18T00:02:34.702Z;2024-01-18T00:02:34Z;QDLBF300CF2V1Z2L1XZV;Organic;bot;text;¡Hola! Soy *Ana*, la asistente virtual de Guru.   Estoy para ayudarte en lo que necesites.;74;0
QDLBF300CF2V1Z2L1XZV_2024-01-18T00:02:34.702Z;2024-01-18T00:02:34Z;QDLBF300CF2V1Z2L1XZV;Organic;bot;text;País de Consulta:(PE) Perú;23;0
QDLBF300CF2V1Z2L1XZV_2024-01-18T00:02:34.702Z;2024-01-18T00:02:34Z;QDLBF300CF2V1Z2L1XZV;Organic;user;text;Quiero saber un número de teléfono;29;0
QDLBF300CF2V1Z2L1XZV_2024-01-18T00:02:34.702Z;2024-01-18T00:02:34Z;QDLBF300CF2V1Z2L1XZV;Organic;bot;text;Estas comunicado con Gurú Soluciones, somos una empresa que brinda soluciones digitales. Si necesitas información comercial de nuestros anunciantes puedes ingresar a https://www.paginasamarillas.com selecciona tu país.  Aquí podrás encontrar toda la información que necesitas, solo debes escribir en el campo ¿Qué buscas? por palabra, sección, categoría, etc.;312;0
QDLBF300CF2V1Z2L1XZV_2024-01-18T00:02:34.702Z;2024-01-18T00:02:34Z;QDLBF300CF2V1Z2L1XZV;Organic;bot;text;Esperamos nuevamente su visita. Gracias. 👍;37;0
QDLBF300CF2V1Z2L1XZV_2024-01-18T00:04:33.570Z;2024-01-18T00:04:33Z;QDLBF300CF2V1Z2L1XZV;Organic;bot;text;¡Hola! Soy *Ana*, la asistente virtual de Guru.   Estoy para ayudarte en lo que necesites.;74;0
QDLBF300CF2V1Z2L1XZV_2024-01-18T00:04:33.570Z;2024-01-18T00:04:33Z;QDLBF300CF2V1Z2L1XZV;Organic;user;text;Alexandra yadira huaraca saavedra;30;0
QDLBF300CF2V1Z2L1XZV_2024-01-18T00:04:33.570Z;2024-01-18T00:04:33Z;QDLBF300CF2V1Z2L1XZV;Organic;bot;text;País de Consulta: (PE) Perú;23;0
QDLBF300CF2V1Z2L1XZV_2024-01-18T00:04:33.570Z;2024-01-18T00:04:33Z;QDLBF300CF2V1Z2L1XZV;Organic;bot;text;Disculpa, no logro comprender 😔. Prueba escribir las *palabras clave* de tu consulta.  O también puedes elegir una de las *opciones del menú*;118;0
QDLBF300CF2V1Z2L1XZV_2024-01-18T00:04:33.570Z;2024-01-18T00:04:33Z;QDLBF300CF2V1Z2L1XZV;Organic;bot;text;Gracias por comunicarse con nosotros. 👋;34;0
31QD02EFBA528DYBDSP1_2024-01-18T00:24:03.654Z;2024-01-18T00:24:03Z;31QD02EFBA528DYBDSP1;Organic;bot;text;¡Hola! Soy *Ana*, la asistente virtual de Guru.   Estoy para ayudarte en lo que necesites.;74;0
31QD02EFBA528DYBDSP1_2024-01-18T00:24:03.654Z;2024-01-18T00:24:03Z;31QD02EFBA528DYBDSP1;Organic;bot;text;País de Consulta: (PA) Panamá;25;0
31QD02EFBA528DYBDSP1_2024-01-18T00:24:03.654Z;2024-01-18T00:24:03Z;31QD02EFBA528DYBDSP1;Organic;bot;text;Disculpa, no logro comprender 😔. Prueba escribir las *palabras clave* de tu consulta.  O también puedes elegir una de las *opciones del menú*;118;0
31QD02EFBA528DYBDSP1_2024-01-18T00:24:03.654Z;2024-01-18T00:24:03Z;31QD02EFBA528DYBDSP1;Organic;user;text;Saludos aquí está el pago.;22;0
31QD02EFBA528DYBDSP1_2024-01-18T00:24:03.654Z;2024-01-18T00:24:03Z;31QD02EFBA528DYBDSP1;Organic;bot;text;País de Consulta: (PA) Panamá;25;0
31QD02EFBA528DYBDSP1_2024-01-18T00:24:03.654Z;2024-01-18T00:24:03Z;31QD02EFBA528DYBDSP1;Organic;bot;text;Identifíquese como Cliente y navegue en el menú de Solicitudes Financieras / Facturas o  comuníquese con uno de nuestros asesores.  👍;111;0
31QD02EFBA528DYBDSP1_2024-01-18T00:24:03.654Z;2024-01-18T00:24:03Z;31QD02EFBA528DYBDSP1;Organic;bot;text;RUC/CI (#############):;22;0
31QD02EFBA528DYBDSP1_2024-01-18T00:24:03.654Z;2024-01-18T00:24:03Z;31QD02EFBA528DYBDSP1;Organic;user;text;No tengo;7;0
31QD02EFBA528DYBDSP1_2024-01-18T00:24:03.654Z;2024-01-18T00:24:03Z;31QD02EFBA528DYBDSP1;Organic;user;text;8-748-474;9;0
31QD02EFBA528DYBDSP1_2024-01-18T00:24:03.654Z;2024-01-18T00:24:03Z;31QD02EFBA528DYBDSP1;Organic;bot;text;Nombre o razón social:;19;0
31QD02EFBA528DYBDSP1_2024-01-18T00:24:03.654Z;2024-01-18T00:24:03Z;31QD02EFBA528DYBDSP1;Organic;user;text;Cristina Isabel Rodríguez Sánchez;30;0
