id;creationTime;chatId;startingCause;usuario;type;text;caracteres
20K8D1T0410WT46W2V06_2024-01-11T00:04:38.773Z;2024-01-11T00:04:38Z;20K8D1T0410WT46W2V06;Organic;bot;text;Hola! Soy *Ana*, la asistente virtual de Guru.  Estoy para ayudarte en lo que necesites.;73;0
20K8D1T0410WT46W2V06_2024-01-11T00:04:38.773Z;2024-01-11T00:04:38Z;20K8D1T0410WT46W2V06;Organic;bot;text;País de Consulta:(AR) Argentina;28;0
20K8D1T0410WT46W2V06_2024-01-11T00:04:38.773Z;2024-01-11T00:04:38Z;20K8D1T0410WT46W2V06;Organic;bot;text;Esperamos nuevamente su visita. Gracias. 👍;37;0
20K8D1T0410WT46W2V06_2024-01-11T00:07:24.012Z;2024-01-11T00:07:24Z;20K8D1T0410WT46W2V06;Organic;user;text;Quiero trabajo de limpieza de casa por hora soy de resistencia chaco;57;0
20K8D1T0410WT46W2V06_2024-01-11T00:07:24.012Z;2024-01-11T00:07:24Z;20K8D1T0410WT46W2V06;Organic;bot;text;País de Consulta: (AR) Argentina;28;0
20K8D1T0410WT46W2V06_2024-01-11T00:07:24.012Z;2024-01-11T00:07:24Z;20K8D1T0410WT46W2V06;Organic;bot;text;Disculpa, no logro comprender 😔. Prueba escribir las *palabras clave* de tu consulta.  O también puedes elegir una de las *opciones del menú*;118;0
20K8D1T0410WT46W2V06_2024-01-11T00:07:24.012Z;2024-01-11T00:07:24Z;20K8D1T0410WT46W2V06;Organic;user;text;Quiero un trabajo que tienen para ofreser;35;0
20K8D1T0410WT46W2V06_2024-01-11T00:07:24.012Z;2024-01-11T00:07:24Z;20K8D1T0410WT46W2V06;Organic;bot;text;País de Consulta: (AR) Argentina;28;0
20K8D1T0410WT46W2V06_2024-01-11T00:07:24.012Z;2024-01-11T00:07:24Z;20K8D1T0410WT46W2V06;Organic;bot;text;Lo siento, no entiendo tu consulta 🥴. ¿Puedes intentar con otros términos, por favor?   O también puedes elegir una de las *opciones del menú*;117;0
20K8D1T0410WT46W2V06_2024-01-11T00:07:24.012Z;2024-01-11T00:07:24Z;20K8D1T0410WT46W2V06;Organic;bot;text;Gracias por comunicarse con nosotros. 👋;34;0
2GEHWZM8IZE0QZUI4I6A_2024-01-11T00:09:22.353Z;2024-01-11T00:09:22Z;2GEHWZM8IZE0QZUI4I6A;Organic;bot;text;¡Hola! Soy *Ana*, la asistente virtual de Guru.   Estoy para ayudarte en lo que necesites.;74;0
2GEHWZM8IZE0QZUI4I6A_2024-01-11T00:09:22.353Z;2024-01-11T00:09:22Z;2GEHWZM8IZE0QZUI4I6A;Organic;user;text;puedo registrar gratis;20;0
2GEHWZM8IZE0QZUI4I6A_2024-01-11T00:09:22.353Z;2024-01-11T00:09:22Z;2GEHWZM8IZE0QZUI4I6A;Organic;bot;text;País de Consulta: (CL) Chile;24;0
2GEHWZM8IZE0QZUI4I6A_2024-01-11T00:09:22.353Z;2024-01-11T00:09:22Z;2GEHWZM8IZE0QZUI4I6A;Organic;bot;text;Disculpa, no logro comprender 😔. Prueba escribir las *palabras clave* de tu consulta.  O también puedes elegir una de las *opciones del menú*;118;0
2GEHWZM8IZE0QZUI4I6A_2024-01-11T00:09:22.353Z;2024-01-11T00:09:22Z;2GEHWZM8IZE0QZUI4I6A;Organic;user;text;registrar mi negocio gratis;24;0
2GEHWZM8IZE0QZUI4I6A_2024-01-11T00:09:22.353Z;2024-01-11T00:09:22Z;2GEHWZM8IZE0QZUI4I6A;Organic;bot;text;País de Consulta: (CL) Chile;24;0
2GEHWZM8IZE0QZUI4I6A_2024-01-11T00:09:22.353Z;2024-01-11T00:09:22Z;2GEHWZM8IZE0QZUI4I6A;Organic;bot;text;Lo siento, no entiendo tu consulta 🥴. ¿Puedes intentar con otros términos, por favor?   O también puedes elegir una de las *opciones del menú*;117;0
2GEHWZM8IZE0QZUI4I6A_2024-01-11T00:09:22.353Z;2024-01-11T00:09:22Z;2GEHWZM8IZE0QZUI4I6A;Organic;user;text;publicitar gratis;16;0
2GEHWZM8IZE0QZUI4I6A_2024-01-11T00:09:22.353Z;2024-01-11T00:09:22Z;2GEHWZM8IZE0QZUI4I6A;Organic;bot;text;País de Consulta: (CL) Chile;24;0
2GEHWZM8IZE0QZUI4I6A_2024-01-11T00:09:22.353Z;2024-01-11T00:09:22Z;2GEHWZM8IZE0QZUI4I6A;Organic;bot;text;Perdón, todavía estoy aprendiendo🙃. ¿Puedes hacer tu consulta con otras palabras?  O también puedes elegir una de las *opciones del menú*;116;0
2GEHWZM8IZE0QZUI4I6A_2024-01-11T00:09:22.353Z;2024-01-11T00:09:22Z;2GEHWZM8IZE0QZUI4I6A;Organic;user;text;publicar;8;0
2GEHWZM8IZE0QZUI4I6A_2024-01-11T00:09:22.353Z;2024-01-11T00:09:22Z;2GEHWZM8IZE0QZUI4I6A;Organic;bot;text;País de Consulta: (CL) Chile;24;0
2GEHWZM8IZE0QZUI4I6A_2024-01-11T00:09:22.353Z;2024-01-11T00:09:22Z;2GEHWZM8IZE0QZUI4I6A;Organic;bot;text;Disculpa, no logro comprender 😔. Prueba escribir las *palabras clave* de tu consulta.  O también puedes elegir una de las *opciones del menú*;118;0
2GEHWZM8IZE0QZUI4I6A_2024-01-11T00:09:22.353Z;2024-01-11T00:09:22Z;2GEHWZM8IZE0QZUI4I6A;Organic;user;text;registrar;9;0
2GEHWZM8IZE0QZUI4I6A_2024-01-11T00:09:22.353Z;2024-01-11T00:09:22Z;2GEHWZM8IZE0QZUI4I6A;Organic;bot;text;Le recordamos que el horario de atención es de Lunes a Viernes de 8 hs a 18 hs. 👍;63;0
2GEHWZM8IZE0QZUI4I6A_2024-01-11T00:09:22.353Z;2024-01-11T00:09:22Z;2GEHWZM8IZE0QZUI4I6A;Organic;bot;text;Esperamos nuevamente su visita. Gracias. 👍;37;0
1551IGSF80SXSVVB8LFE_2024-01-11T00:18:49.333Z;2024-01-11T00:18:49Z;1551IGSF80SXSVVB8LFE;Organic;bot;text;¡Hola! Soy *Ana*, la asistente virtual de Guru.   Estoy para ayudarte en lo que necesites.;74;0
1551IGSF80SXSVVB8LFE_2024-01-11T00:18:49.333Z;2024-01-11T00:18:49Z;1551IGSF80SXSVVB8LFE;Organic;bot;text;País de Consulta:(PE) Perú;23;0
1551IGSF80SXSVVB8LFE_2024-01-11T00:18:49.333Z;2024-01-11T00:18:49Z;1551IGSF80SXSVVB8LFE;Organic;user;text;Nesecito saber un número telefónico;31;0
1551IGSF80SXSVVB8LFE_2024-01-11T00:18:49.333Z;2024-01-11T00:18:49Z;1551IGSF80SXSVVB8LFE;Organic;bot;text;Estas comunicado con Gurú Soluciones, somos una empresa que brinda soluciones digitales. Si necesitas información comercial de nuestros anunciantes puedes ingresar a https://www.paginasamarillas.com selecciona tu país.  Aquí podrás encontrar toda la información que necesitas, solo debes escribir en el campo ¿Qué buscas? por palabra, sección, categoría, etc.;312;0
1551IGSF80SXSVVB8LFE_2024-01-11T00:18:49.333Z;2024-01-11T00:18:49Z;1551IGSF80SXSVVB8LFE;Organic;bot;text;Esperamos nuevamente su visita. Gracias. 👍;37;0
1551IGSF80SXSVVB8LFE_2024-01-11T00:18:49.333Z;2024-01-11T00:18:49Z;1551IGSF80SXSVVB8LFE;Organic;bot;text;Gracias por comunicarse con nosotros. 👋;34;0
2GEHWZM8IZE0QZUI4I6A_2024-01-11T00:19:14.939Z;2024-01-11T00:19:14Z;2GEHWZM8IZE0QZUI4I6A;Organic;user;text;como me puedo refistrar;20;0
8Q4GWTOMBH2ZRBZDX6P5_2024-01-11T00:27:34.943Z;2024-01-11T00:27:34Z;8Q4GWTOMBH2ZRBZDX6P5;Organic;bot;text;¡Hola! Soy *Ana*, la asistente virtual de Guru.   Estoy para ayudarte en lo que necesites.;74;0
8Q4GWTOMBH2ZRBZDX6P5_2024-01-11T00:27:34.943Z;2024-01-11T00:27:34Z;8Q4GWTOMBH2ZRBZDX6P5;Organic;bot;text;País de Consulta:(PE) Perú;23;0
8Q4GWTOMBH2ZRBZDX6P5_2024-01-11T00:27:34.943Z;2024-01-11T00:27:34Z;8Q4GWTOMBH2ZRBZDX6P5;Organic;bot;text;Le recordamos que el horario de atención es de Lunes a Viernes de 8 hs a 18 hs. 👍;63;0
8Q4GWTOMBH2ZRBZDX6P5_2024-01-11T00:27:34.943Z;2024-01-11T00:27:34Z;8Q4GWTOMBH2ZRBZDX6P5;Organic;bot;text;Esperamos nuevamente su visita. Gracias. 👍;37;0
415IKBY3I7ZFIWROFZSN_2024-01-11T00:35:49.181Z;2024-01-11T00:35:49Z;415IKBY3I7ZFIWROFZSN;Organic;bot;text;Gracias por comunicarse con nosotros. 👋;34;0
8Q4GWTOMBH2ZRBZDX6P5_2024-01-11T00:50:29.473Z;2024-01-11T00:50:29Z;8Q4GWTOMBH2ZRBZDX6P5;Organic;user;text;Ok gracias;9;0
8Q4GWTOMBH2ZRBZDX6P5_2024-01-11T00:50:29.473Z;2024-01-11T00:50:29Z;8Q4GWTOMBH2ZRBZDX6P5;Organic;bot;text;🙂;1;0
8Q4GWTOMBH2ZRBZDX6P5_2024-01-11T00:50:29.473Z;2024-01-11T00:50:29Z;8Q4GWTOMBH2ZRBZDX6P5;Organic;bot;text;Esperamos nuevamente su visita. Gracias. 👍;37;0
8Q4GWTOMBH2ZRBZDX6P5_2024-01-11T00:50:29.473Z;2024-01-11T00:50:29Z;8Q4GWTOMBH2ZRBZDX6P5;Organic;bot;text;Gracias por comunicarse con nosotros. 👋;34;0
1IQGJ2S0NCFUYRBNEBNG_2024-01-11T00:50:35.072Z;2024-01-11T00:50:35Z;1IQGJ2S0NCFUYRBNEBNG;Organic;agent;text;A Ud. por su paciencia. Estaré pendiente de las mejoras. Atentamente, Genoveva.;68;0
6LPVLH3ILHHIAYI6LZJQ_2024-01-11T01:02:20.918Z;2024-01-11T01:02:20Z;6LPVLH3ILHHIAYI6LZJQ;Organic;user;text;HOLA;4;0
6LPVLH3ILHHIAYI6LZJQ_2024-01-11T01:02:20.918Z;2024-01-11T01:02:20Z;6LPVLH3ILHHIAYI6LZJQ;Organic;bot;text;Hola! Soy *Ana*, la asistente virtual de Guru.  Estoy para ayudarte en lo que necesites.;73;0
6LPVLH3ILHHIAYI6LZJQ_2024-01-11T01:02:20.918Z;2024-01-11T01:02:20Z;6LPVLH3ILHHIAYI6LZJQ;Organic;bot;text;País de Consulta:(CO) Colombia;27;0
6LPVLH3ILHHIAYI6LZJQ_2024-01-11T01:02:20.918Z;2024-01-11T01:02:20Z;6LPVLH3ILHHIAYI6LZJQ;Organic;bot;text;Revisar nuestra política de privacidad. https://www.gurusoluciones.com/hubfs/Legal/Politica_de_Tratamiento_de_Datos_Personales_14072016.pdf?hsLang=es-co;147;0
6LPVLH3ILHHIAYI6LZJQ_2024-01-11T01:02:20.918Z;2024-01-11T01:02:20Z;6LPVLH3ILHHIAYI6LZJQ;Organic;bot;text;NIT, ingresa los números sin puntos y seguido de guión el                              digito de verificación Ejemplo: (#########-#)                             Cédula, ingresa el número sin guiones                              ni puntos Ejemplo: (##########);148;0
6LPVLH3ILHHIAYI6LZJQ_2024-01-11T01:02:20.918Z;2024-01-11T01:02:20Z;6LPVLH3ILHHIAYI6LZJQ;Organic;user;text;900775083;9;0
6LPVLH3ILHHIAYI6LZJQ_2024-01-11T01:02:20.918Z;2024-01-11T01:02:20Z;6LPVLH3ILHHIAYI6LZJQ;Organic;bot;text;Espere por favor ....;18;0
6LPVLH3ILHHIAYI6LZJQ_2024-01-11T01:02:20.918Z;2024-01-11T01:02:20Z;6LPVLH3ILHHIAYI6LZJQ;Organic;bot;text;Hola Nacional de Contenedores S.A.S.,  bienvenido  😀;44;0
6LPVLH3ILHHIAYI6LZJQ_2024-01-11T01:02:20.918Z;2024-01-11T01:02:20Z;6LPVLH3ILHHIAYI6LZJQ;Organic;bot;text;Le recordamos que el horario de atención es de Lunes a Viernes de 8 hs a 18 hs. 👍;63;0
6LPVLH3ILHHIAYI6LZJQ_2024-01-11T01:02:20.918Z;2024-01-11T01:02:20Z;6LPVLH3ILHHIAYI6LZJQ;Organic;bot;text;Esperamos nuevamente su visita. Gracias. 👍;37;0
