id;creationTime;chatId;startingCause;usuario;type;text;caracteres
6CAZ1CETFA8613VNOHCO_2024-01-08T00:01:14.449Z;2024-01-08T00:01:14Z;6CAZ1CETFA8613VNOHCO;Organic;bot;text;¡Hola! Soy *Ana*, la asistente virtual de Guru.   Estoy para ayudarte en lo que necesites.;74;0
6CAZ1CETFA8613VNOHCO_2024-01-08T00:01:14.449Z;2024-01-08T00:01:14Z;6CAZ1CETFA8613VNOHCO;Organic;user;text;Quiero el teléfono de casa de Luis Enrique lazo barnechea;48;0
6CAZ1CETFA8613VNOHCO_2024-01-08T00:01:14.449Z;2024-01-08T00:01:14Z;6CAZ1CETFA8613VNOHCO;Organic;user;text;En Rimac;7;0
6CAZ1CETFA8613VNOHCO_2024-01-08T00:01:14.449Z;2024-01-08T00:01:14Z;6CAZ1CETFA8613VNOHCO;Organic;bot;text;País de Consulta:(PE) Perú;23;0
6CAZ1CETFA8613VNOHCO_2024-01-08T00:01:14.449Z;2024-01-08T00:01:14Z;6CAZ1CETFA8613VNOHCO;Organic;bot;text;País de Consulta: (PE) Perú;23;0
6CAZ1CETFA8613VNOHCO_2024-01-08T00:01:14.449Z;2024-01-08T00:01:14Z;6CAZ1CETFA8613VNOHCO;Organic;bot;text;Disculpa, no logro comprender 😔. Prueba escribir las *palabras clave* de tu consulta.  O también puedes elegir una de las *opciones del menú*;118;0
6CAZ1CETFA8613VNOHCO_2024-01-08T00:01:14.449Z;2024-01-08T00:01:14Z;6CAZ1CETFA8613VNOHCO;Organic;bot;text;País de Consulta: (PE) Perú;23;0
6CAZ1CETFA8613VNOHCO_2024-01-08T00:01:14.449Z;2024-01-08T00:01:14Z;6CAZ1CETFA8613VNOHCO;Organic;bot;text;Lo siento, no entiendo tu consulta 🥴. ¿Puedes intentar con otros términos, por favor?   O también puedes elegir una de las *opciones del menú*;117;0
6CAZ1CETFA8613VNOHCO_2024-01-08T00:01:14.449Z;2024-01-08T00:01:14Z;6CAZ1CETFA8613VNOHCO;Organic;bot;text;Gracias por comunicarse con nosotros. 👋;34;0
CUV8UACYNHEFJ1IZNQRZ_2024-01-08T00:42:32.472Z;2024-01-08T00:42:32Z;CUV8UACYNHEFJ1IZNQRZ;Organic;bot;text;Hola! Soy *Ana*, la asistente virtual de Guru.  Estoy para ayudarte en lo que necesites.;73;0
CUV8UACYNHEFJ1IZNQRZ_2024-01-08T00:42:32.472Z;2024-01-08T00:42:32Z;CUV8UACYNHEFJ1IZNQRZ;Organic;bot;text;País de Consulta:(GT) Guatemala;28;0
CUV8UACYNHEFJ1IZNQRZ_2024-01-08T00:42:32.472Z;2024-01-08T00:42:32Z;CUV8UACYNHEFJ1IZNQRZ;Organic;bot;text;Gracias por comunicarse con nosotros. 👋;34;0
3O0UGE7R64SPA6L2016R_2024-01-08T01:29:12.607Z;2024-01-08T01:29:12Z;3O0UGE7R64SPA6L2016R;Organic;user;text;Buenas noches Srta. Me enviaron el Ticket 1152564, pero veo que hasta el momento no han realizado las modificaciones que he solicitado desde setiembre 2023, la última vez que conversamos fue en Diciembre y revisando en el portal no han hecho nada.;206;0
3O0UGE7R64SPA6L2016R_2024-01-08T01:29:12.607Z;2024-01-08T01:29:12Z;3O0UGE7R64SPA6L2016R;Organic;bot;text;¡Hola! Soy *Ana*, la asistente virtual de Guru.   Estoy para ayudarte en lo que necesites.;74;0
3O0UGE7R64SPA6L2016R_2024-01-08T01:29:12.607Z;2024-01-08T01:29:12Z;3O0UGE7R64SPA6L2016R;Organic;bot;text;País de Consulta: (PE) Perú;23;0
3O0UGE7R64SPA6L2016R_2024-01-08T01:29:12.607Z;2024-01-08T01:29:12Z;3O0UGE7R64SPA6L2016R;Organic;user;text;La Srta Zapata fue la que me atendió;29;0
3O0UGE7R64SPA6L2016R_2024-01-08T01:29:12.607Z;2024-01-08T01:29:12Z;3O0UGE7R64SPA6L2016R;Organic;bot;text;País de Consulta: (PE) Perú;23;0
3O0UGE7R64SPA6L2016R_2024-01-08T01:29:12.607Z;2024-01-08T01:29:12Z;3O0UGE7R64SPA6L2016R;Organic;bot;text;Disculpa, no logro comprender 😔. Prueba escribir las *palabras clave* de tu consulta.  O también puedes elegir una de las *opciones del menú*;118;0
D32B86EMDEFN0R4RXQE3_2024-01-08T01:33:59.349Z;2024-01-08T01:33:59Z;D32B86EMDEFN0R4RXQE3;Organic;bot;text;¡Hola! Soy *Ana*, la asistente virtual de Guru.   Estoy para ayudarte en lo que necesites.;74;0
D32B86EMDEFN0R4RXQE3_2024-01-08T01:33:59.349Z;2024-01-08T01:33:59Z;D32B86EMDEFN0R4RXQE3;Organic;bot;text;País de Consulta: (AR) Argentina;28;0
D32B86EMDEFN0R4RXQE3_2024-01-08T01:33:59.349Z;2024-01-08T01:33:59Z;D32B86EMDEFN0R4RXQE3;Organic;bot;text;Disculpa, no logro comprender 😔. Prueba escribir las *palabras clave* de tu consulta.  O también puedes elegir una de las *opciones del menú*;118;0
D32B86EMDEFN0R4RXQE3_2024-01-08T01:33:59.349Z;2024-01-08T01:33:59Z;D32B86EMDEFN0R4RXQE3;Organic;user;text;Buen dia;7;0
D32B86EMDEFN0R4RXQE3_2024-01-08T01:33:59.349Z;2024-01-08T01:33:59Z;D32B86EMDEFN0R4RXQE3;Organic;bot;text;¡Hola! Soy *Ana*, la asistente virtual de Guru.   Estoy para ayudarte en lo que necesites.;74;0
D32B86EMDEFN0R4RXQE3_2024-01-08T01:33:59.349Z;2024-01-08T01:33:59Z;D32B86EMDEFN0R4RXQE3;Organic;bot;text;País de Consulta:(AR) Argentina;28;0
D32B86EMDEFN0R4RXQE3_2024-01-08T01:33:59.349Z;2024-01-08T01:33:59Z;D32B86EMDEFN0R4RXQE3;Organic;agent;text;Hola, buenos dias! Genial, recibimos el formulario.;45;0
D32B86EMDEFN0R4RXQE3_2024-01-08T01:33:59.349Z;2024-01-08T01:33:59Z;D32B86EMDEFN0R4RXQE3;Organic;user;text;Me falta el catálogo que ya le paso hoy si puedo;38;0
D32B86EMDEFN0R4RXQE3_2024-01-08T01:33:59.349Z;2024-01-08T01:33:59Z;D32B86EMDEFN0R4RXQE3;Organic;agent;text;Impecable!;10;0
PZ5UYVHLGWG1ZVRZ4N2E_2024-01-08T01:34:15.836Z;2024-01-08T01:34:15Z;PZ5UYVHLGWG1ZVRZ4N2E;Organic;bot;text;¡Hola! Soy *Ana*, la asistente virtual de Guru.   Estoy para ayudarte en lo que necesites.;74;0
PZ5UYVHLGWG1ZVRZ4N2E_2024-01-08T01:34:15.836Z;2024-01-08T01:34:15Z;PZ5UYVHLGWG1ZVRZ4N2E;Organic;bot;text;País de Consulta:(AR) Argentina;28;0
PZ5UYVHLGWG1ZVRZ4N2E_2024-01-08T01:34:15.836Z;2024-01-08T01:34:15Z;PZ5UYVHLGWG1ZVRZ4N2E;Organic;user;text;1:24.45 hs;9;0
PZ5UYVHLGWG1ZVRZ4N2E_2024-01-08T01:34:15.836Z;2024-01-08T01:34:15Z;PZ5UYVHLGWG1ZVRZ4N2E;Organic;bot;text;País de Consulta: (AR) Argentina;28;0
PZ5UYVHLGWG1ZVRZ4N2E_2024-01-08T01:34:15.836Z;2024-01-08T01:34:15Z;PZ5UYVHLGWG1ZVRZ4N2E;Organic;bot;text;Disculpa, no logro comprender 😔. Prueba escribir las *palabras clave* de tu consulta.  O también puedes elegir una de las *opciones del menú*;118;0
PZ5UYVHLGWG1ZVRZ4N2E_2024-01-08T01:34:15.836Z;2024-01-08T01:34:15Z;PZ5UYVHLGWG1ZVRZ4N2E;Organic;user;text;md kdn dkn dk dm dknm;16;0
PZ5UYVHLGWG1ZVRZ4N2E_2024-01-08T01:34:15.836Z;2024-01-08T01:34:15Z;PZ5UYVHLGWG1ZVRZ4N2E;Organic;bot;text;País de Consulta: (AR) Argentina;28;0
PZ5UYVHLGWG1ZVRZ4N2E_2024-01-08T01:34:15.836Z;2024-01-08T01:34:15Z;PZ5UYVHLGWG1ZVRZ4N2E;Organic;bot;text;Lo siento, no entiendo tu consulta 🥴. ¿Puedes intentar con otros términos, por favor?   O también puedes elegir una de las *opciones del menú*;117;0
PZ5UYVHLGWG1ZVRZ4N2E_2024-01-08T01:34:15.836Z;2024-01-08T01:34:15Z;PZ5UYVHLGWG1ZVRZ4N2E;Organic;bot;text;País de Consulta: (AR) Argentina;28;0
PZ5UYVHLGWG1ZVRZ4N2E_2024-01-08T01:34:15.836Z;2024-01-08T01:34:15Z;PZ5UYVHLGWG1ZVRZ4N2E;Organic;bot;text;Perdón, todavía estoy aprendiendo🙃. ¿Puedes hacer tu consulta con otras palabras?  O también puedes elegir una de las *opciones del menú*;116;0
PZ5UYVHLGWG1ZVRZ4N2E_2024-01-08T01:34:15.836Z;2024-01-08T01:34:15Z;PZ5UYVHLGWG1ZVRZ4N2E;Organic;user;text;ys sn sjb skn skn sks ms jns s46 dkn dknd;31;0
PZ5UYVHLGWG1ZVRZ4N2E_2024-01-08T01:34:15.836Z;2024-01-08T01:34:15Z;PZ5UYVHLGWG1ZVRZ4N2E;Organic;bot;text;País de Consulta: (AR) Argentina;28;0
PZ5UYVHLGWG1ZVRZ4N2E_2024-01-08T01:34:15.836Z;2024-01-08T01:34:15Z;PZ5UYVHLGWG1ZVRZ4N2E;Organic;bot;text;Disculpa, no logro comprender 😔. Prueba escribir las *palabras clave* de tu consulta.  O también puedes elegir una de las *opciones del menú*;118;0
PZ5UYVHLGWG1ZVRZ4N2E_2024-01-08T01:34:15.836Z;2024-01-08T01:34:15Z;PZ5UYVHLGWG1ZVRZ4N2E;Organic;user;text;Heroes of Match-3 - epic match-3 puzzle game!;38;0
PZ5UYVHLGWG1ZVRZ4N2E_2024-01-08T01:34:15.836Z;2024-01-08T01:34:15Z;PZ5UYVHLGWG1ZVRZ4N2E;Organic;bot;text;País de Consulta: (AR) Argentina;28;0
PZ5UYVHLGWG1ZVRZ4N2E_2024-01-08T01:34:15.836Z;2024-01-08T01:34:15Z;PZ5UYVHLGWG1ZVRZ4N2E;Organic;bot;text;Lo siento, no entiendo tu consulta 🥴. ¿Puedes intentar con otros términos, por favor?   O también puedes elegir una de las *opciones del menú*;117;0
PZ5UYVHLGWG1ZVRZ4N2E_2024-01-08T01:34:15.836Z;2024-01-08T01:34:15Z;PZ5UYVHLGWG1ZVRZ4N2E;Organic;user;text;yd dn dknd kdn kd kn dknd kn dl;23;0
PZ5UYVHLGWG1ZVRZ4N2E_2024-01-08T01:34:15.836Z;2024-01-08T01:34:15Z;PZ5UYVHLGWG1ZVRZ4N2E;Organic;bot;text;País de Consulta: (AR) Argentina;28;0
PZ5UYVHLGWG1ZVRZ4N2E_2024-01-08T01:34:15.836Z;2024-01-08T01:34:15Z;PZ5UYVHLGWG1ZVRZ4N2E;Organic;bot;text;Perdón, todavía estoy aprendiendo🙃. ¿Puedes hacer tu consulta con otras palabras?  O también puedes elegir una de las *opciones del menú*;116;0
PZ5UYVHLGWG1ZVRZ4N2E_2024-01-08T01:34:15.836Z;2024-01-08T01:34:15Z;PZ5UYVHLGWG1ZVRZ4N2E;Organic;user;text;md dm dm dk d;9;0
PZ5UYVHLGWG1ZVRZ4N2E_2024-01-08T01:34:15.836Z;2024-01-08T01:34:15Z;PZ5UYVHLGWG1ZVRZ4N2E;Organic;bot;text;País de Consulta: (AR) Argentina;28;0
PZ5UYVHLGWG1ZVRZ4N2E_2024-01-08T01:34:15.836Z;2024-01-08T01:34:15Z;PZ5UYVHLGWG1ZVRZ4N2E;Organic;bot;text;Disculpa, no logro comprender 😔. Prueba escribir las *palabras clave* de tu consulta.  O también puedes elegir una de las *opciones del menú*;118;0
PZ5UYVHLGWG1ZVRZ4N2E_2024-01-08T01:34:15.836Z;2024-01-08T01:34:15Z;PZ5UYVHLGWG1ZVRZ4N2E;Organic;user;text;👥;1;0
PZ5UYVHLGWG1ZVRZ4N2E_2024-01-08T01:34:15.836Z;2024-01-08T01:34:15Z;PZ5UYVHLGWG1ZVRZ4N2E;Organic;bot;text;País de Consulta: (AR) Argentina;28;0
