id;creationTime;chatId;startingCause;usuario;type;text;caracteres
XODZWB1QX0VF7OUGWD51_2024-01-30T00:12:41.047Z;2024-01-30T00:12:41Z;XODZWB1QX0VF7OUGWD51;Organic;bot;text;¡Hola! Soy *Ana*, la asistente virtual de Guru.   Estoy para ayudarte en lo que necesites.;74;0
XODZWB1QX0VF7OUGWD51_2024-01-30T00:12:41.047Z;2024-01-30T00:12:41Z;XODZWB1QX0VF7OUGWD51;Organic;bot;text;País de Consulta:(CL) Chile;24;0
XODZWB1QX0VF7OUGWD51_2024-01-30T00:12:41.047Z;2024-01-30T00:12:41Z;XODZWB1QX0VF7OUGWD51;Organic;bot;text;Gracias por comunicarse con nosotros. 👋;34;0
H8WGXONV272GATFU7PLO_2024-01-30T00:39:21.018Z;2024-01-30T00:39:21Z;H8WGXONV272GATFU7PLO;Organic;user;text;Hola!;5;0
H8WGXONV272GATFU7PLO_2024-01-30T00:39:21.018Z;2024-01-30T00:39:21Z;H8WGXONV272GATFU7PLO;Organic;bot;text;Hola! Soy *Ana*, la asistente virtual de Guru.  Estoy para ayudarte en lo que necesites.;73;0
H8WGXONV272GATFU7PLO_2024-01-30T00:39:21.018Z;2024-01-30T00:39:21Z;H8WGXONV272GATFU7PLO;Organic;bot;text;País de Consulta:(AR) Argentina;28;0
H8WGXONV272GATFU7PLO_2024-01-30T00:39:21.018Z;2024-01-30T00:39:21Z;H8WGXONV272GATFU7PLO;Organic;bot;text;Le recordamos que el horario de atención es de Lunes a Viernes de 8:30 hs a 18 hs. 👍;66;0
H8WGXONV272GATFU7PLO_2024-01-30T00:39:21.018Z;2024-01-30T00:39:21Z;H8WGXONV272GATFU7PLO;Organic;bot;text;Esperamos nuevamente su visita. Gracias. 👍;37;0
H8WGXONV272GATFU7PLO_2024-01-30T00:39:21.018Z;2024-01-30T00:39:21Z;H8WGXONV272GATFU7PLO;Organic;bot;text;Gracias por comunicarse con nosotros. 👋;34;0
0DK02ZRQ5LXM4OK5FDRE_2024-01-30T00:48:32.230Z;2024-01-30T00:48:32Z;0DK02ZRQ5LXM4OK5FDRE;Organic;user;text;hola como estas, mi nombre es hernan sebastian quintero saavedra y estoy interesado en la realizacion de una pagina web de mi negocio, tengo una agencia de publicidad y quisiera de sus servicios, tanto de pagina web como de marketing digital, para lograr consolidar una expansion de mi negocio, les agradezco si no hubiese molestia de intereses sobre el mismo segmento, la idea es que podamos crecer como agencias.;346;0
0DK02ZRQ5LXM4OK5FDRE_2024-01-30T00:48:32.230Z;2024-01-30T00:48:32Z;0DK02ZRQ5LXM4OK5FDRE;Organic;bot;text;Hola! Soy *Ana*, la asistente virtual de Guru.  Estoy para ayudarte en lo que necesites.;73;0
0DK02ZRQ5LXM4OK5FDRE_2024-01-30T00:48:32.230Z;2024-01-30T00:48:32Z;0DK02ZRQ5LXM4OK5FDRE;Organic;bot;text;País de Consulta: (CO) Colombia;27;0
0DK02ZRQ5LXM4OK5FDRE_2024-01-30T00:48:32.230Z;2024-01-30T00:48:32Z;0DK02ZRQ5LXM4OK5FDRE;Organic;bot;text;Disculpa, no logro comprender 😔. Prueba escribir las *palabras clave* de tu consulta.  O también puedes elegir una de las *opciones del menú*;118;0
0DK02ZRQ5LXM4OK5FDRE_2024-01-30T00:48:32.230Z;2024-01-30T00:48:32Z;0DK02ZRQ5LXM4OK5FDRE;Organic;user;text;opciones del menu;15;0
0DK02ZRQ5LXM4OK5FDRE_2024-01-30T00:48:32.230Z;2024-01-30T00:48:32Z;0DK02ZRQ5LXM4OK5FDRE;Organic;bot;text;País de Consulta: (CO) Colombia;27;0
0DK02ZRQ5LXM4OK5FDRE_2024-01-30T00:48:32.230Z;2024-01-30T00:48:32Z;0DK02ZRQ5LXM4OK5FDRE;Organic;bot;text;Lo siento, no entiendo tu consulta 🥴. ¿Puedes intentar con otros términos, por favor?   O también puedes elegir una de las *opciones del menú*;117;0
0DK02ZRQ5LXM4OK5FDRE_2024-01-30T00:48:32.230Z;2024-01-30T00:48:32Z;0DK02ZRQ5LXM4OK5FDRE;Organic;user;text;hola;4;0
0DK02ZRQ5LXM4OK5FDRE_2024-01-30T00:48:32.230Z;2024-01-30T00:48:32Z;0DK02ZRQ5LXM4OK5FDRE;Organic;bot;text;¡Hola! Soy *Ana*, la asistente virtual de Guru.   Estoy para ayudarte en lo que necesites.;74;0
0DK02ZRQ5LXM4OK5FDRE_2024-01-30T00:48:32.230Z;2024-01-30T00:48:32Z;0DK02ZRQ5LXM4OK5FDRE;Organic;bot;text;País de Consulta:(CO) Colombia;27;0
0DK02ZRQ5LXM4OK5FDRE_2024-01-30T00:48:32.230Z;2024-01-30T00:48:32Z;0DK02ZRQ5LXM4OK5FDRE;Organic;bot;text;Revisar nuestra política de privacidad. https://www.gurusoluciones.com/hubfs/Legal/Politica_de_Tratamiento_de_Datos_Personales_14072016.pdf?hsLang=es-co;147;0
0DK02ZRQ5LXM4OK5FDRE_2024-01-30T00:48:32.230Z;2024-01-30T00:48:32Z;0DK02ZRQ5LXM4OK5FDRE;Organic;bot;text;Le recordamos que el horario de atención es de Lunes a Viernes de 8 hs a 18 hs. 👍;63;0
0DK02ZRQ5LXM4OK5FDRE_2024-01-30T00:48:32.230Z;2024-01-30T00:48:32Z;0DK02ZRQ5LXM4OK5FDRE;Organic;bot;text;Esperamos nuevamente su visita. Gracias. 👍;37;0
0DK02ZRQ5LXM4OK5FDRE_2024-01-30T00:48:32.230Z;2024-01-30T00:48:32Z;0DK02ZRQ5LXM4OK5FDRE;Organic;bot;text;Gracias por comunicarse con nosotros. 👋;34;0
YK75C07P5820BBJM22G6_2024-01-30T01:05:25.005Z;2024-01-30T01:05:25Z;YK75C07P5820BBJM22G6;Organic;user;text;,;1;0
YK75C07P5820BBJM22G6_2024-01-30T01:05:25.005Z;2024-01-30T01:05:25Z;YK75C07P5820BBJM22G6;Organic;bot;text;¡Hola! Soy *Ana*, la asistente virtual de Guru.   Estoy para ayudarte en lo que necesites.;74;0
YK75C07P5820BBJM22G6_2024-01-30T01:05:25.005Z;2024-01-30T01:05:25Z;YK75C07P5820BBJM22G6;Organic;bot;text;País de Consulta: (PE) Perú;23;0
YK75C07P5820BBJM22G6_2024-01-30T01:05:25.005Z;2024-01-30T01:05:25Z;YK75C07P5820BBJM22G6;Organic;bot;text;Disculpa, no logro comprender 😔. Prueba escribir las *palabras clave* de tu consulta.  O también puedes elegir una de las *opciones del menú*;118;0
YK75C07P5820BBJM22G6_2024-01-30T01:05:25.005Z;2024-01-30T01:05:25Z;YK75C07P5820BBJM22G6;Organic;user;text;Hola;4;0
YK75C07P5820BBJM22G6_2024-01-30T01:05:25.005Z;2024-01-30T01:05:25Z;YK75C07P5820BBJM22G6;Organic;bot;text;¡Hola! Soy *Ana*, la asistente virtual de Guru.   Estoy para ayudarte en lo que necesites.;74;0
YK75C07P5820BBJM22G6_2024-01-30T01:05:25.005Z;2024-01-30T01:05:25Z;YK75C07P5820BBJM22G6;Organic;bot;text;País de Consulta:(PE) Perú;23;0
