id;creationTime;chatId;startingCause;usuario;type;text;caracteres
KD7O7WGCLQ06XP1DKYIN_2024-01-03T00:01:01.992Z;2024-01-03T00:01:01Z;KD7O7WGCLQ06XP1DKYIN;Organic;user;text;?;1;0
KD7O7WGCLQ06XP1DKYIN_2024-01-03T00:01:01.992Z;2024-01-03T00:01:01Z;KD7O7WGCLQ06XP1DKYIN;Organic;bot;text;País de Consulta: (CL) Chile;24;0
KD7O7WGCLQ06XP1DKYIN_2024-01-03T00:01:01.992Z;2024-01-03T00:01:01Z;KD7O7WGCLQ06XP1DKYIN;Organic;bot;text;Disculpa, no logro comprender 😔. Prueba escribir las *palabras clave* de tu consulta.  O también puedes elegir una de las *opciones del menú*;118;0
FN5HK1WQLQ7HRJQ1MY81_2024-01-03T00:01:38.275Z;2024-01-03T00:01:38Z;FN5HK1WQLQ7HRJQ1MY81;Organic;user;text;Quiero mi factura porfabor;23;0
FN5HK1WQLQ7HRJQ1MY81_2024-01-03T00:01:38.275Z;2024-01-03T00:01:38Z;FN5HK1WQLQ7HRJQ1MY81;Organic;bot;text;Identifíquese como Cliente y navegue en el menú de Solicitudes Financieras / Facturas o  comuníquese con uno de nuestros asesores.  👍;111;0
FN5HK1WQLQ7HRJQ1MY81_2024-01-03T00:01:38.275Z;2024-01-03T00:01:38Z;FN5HK1WQLQ7HRJQ1MY81;Organic;bot;text;Hola! Soy *Ana*, la asistente virtual de Guru.  Estoy para ayudarte en lo que necesites.;73;0
FN5HK1WQLQ7HRJQ1MY81_2024-01-03T00:01:38.275Z;2024-01-03T00:01:38Z;FN5HK1WQLQ7HRJQ1MY81;Organic;bot;text;RUT/RUN, ingresa los números sin puntos      						y seguido de guión el digito de verificación                              Ejemplo: (########-#);97;0
FN5HK1WQLQ7HRJQ1MY81_2024-01-03T00:01:38.275Z;2024-01-03T00:01:38Z;FN5HK1WQLQ7HRJQ1MY81;Organic;user;text;766043313;9;0
FN5HK1WQLQ7HRJQ1MY81_2024-01-03T00:01:38.275Z;2024-01-03T00:01:38Z;FN5HK1WQLQ7HRJQ1MY81;Organic;bot;text;Nombre o razón social:;19;0
FN5HK1WQLQ7HRJQ1MY81_2024-01-03T00:01:38.275Z;2024-01-03T00:01:38Z;FN5HK1WQLQ7HRJQ1MY81;Organic;user;text;Fabrica de cortinas metalicas wha ltda;33;0
FN5HK1WQLQ7HRJQ1MY81_2024-01-03T00:01:38.275Z;2024-01-03T00:01:38Z;FN5HK1WQLQ7HRJQ1MY81;Organic;user;text;Wilmar@cortinasmetalicaswha.cl;30;0
FN5HK1WQLQ7HRJQ1MY81_2024-01-03T00:01:38.275Z;2024-01-03T00:01:38Z;FN5HK1WQLQ7HRJQ1MY81;Organic;bot;text;Teléfono: (ingrese solo números sin el prefijo de país);47;0
FN5HK1WQLQ7HRJQ1MY81_2024-01-03T00:01:38.275Z;2024-01-03T00:01:38Z;FN5HK1WQLQ7HRJQ1MY81;Organic;user;text;973747069;9;0
FN5HK1WQLQ7HRJQ1MY81_2024-01-03T00:01:38.275Z;2024-01-03T00:01:38Z;FN5HK1WQLQ7HRJQ1MY81;Organic;bot;text;Estos son los pasos para descargar su factura:  1. Ingrese al portal del Clientes tu Gurú http://miportal.publicar.com.co/  2. Escriba usuario y contraseña.  3. Diríjase a la pestaña con nombre "Facturas y Consultas", allí encontrará el listado de sus facturas .  4. Para verlas deberá darle clic sobre el ícono del ojo que se encuentra al final del renglón de cada una.;306;0
FN5HK1WQLQ7HRJQ1MY81_2024-01-03T00:01:38.275Z;2024-01-03T00:01:38Z;FN5HK1WQLQ7HRJQ1MY81;Organic;bot;text;¿Que factura/s necesita?;22;0
FN5HK1WQLQ7HRJQ1MY81_2024-01-03T00:01:38.275Z;2024-01-03T00:01:38Z;FN5HK1WQLQ7HRJQ1MY81;Organic;bot;text;Le recordamos que el horario de atención es de Lunes a Viernes de 8 hs a 18 hs. 👍;63;0
FN5HK1WQLQ7HRJQ1MY81_2024-01-03T00:01:38.275Z;2024-01-03T00:01:38Z;FN5HK1WQLQ7HRJQ1MY81;Organic;bot;text;Esperamos nuevamente su visita. Gracias. 👍;37;0
76S1VEFHKCHUBNH67Z7H_2024-01-03T00:02:37.321Z;2024-01-03T00:02:37Z;76S1VEFHKCHUBNH67Z7H;Organic;bot;text;Hola! Soy *Ana*, la asistente virtual de Guru.  Estoy para ayudarte en lo que necesites.;73;0
76S1VEFHKCHUBNH67Z7H_2024-01-03T00:02:37.321Z;2024-01-03T00:02:37Z;76S1VEFHKCHUBNH67Z7H;Organic;bot;text;País de Consulta:(AR) Argentina;28;0
76S1VEFHKCHUBNH67Z7H_2024-01-03T00:02:37.321Z;2024-01-03T00:02:37Z;76S1VEFHKCHUBNH67Z7H;Organic;bot;text;Gracias por comunicarse con nosotros. 👋;34;0
