id;creationTime;chatId;startingCause;usuario;type;text;caracteres
05DT6AK13FN5XM2N54DO_2024-01-09T00:02:04.897Z;2024-01-09T00:02:04Z;05DT6AK13FN5XM2N54DO;Organic;user;text;Hola buenas noches;16;0
05DT6AK13FN5XM2N54DO_2024-01-09T00:02:04.897Z;2024-01-09T00:02:04Z;05DT6AK13FN5XM2N54DO;Organic;bot;text;Hola! Soy *Ana*, la asistente virtual de Guru.  Estoy para ayudarte en lo que necesites.;73;0
05DT6AK13FN5XM2N54DO_2024-01-09T00:02:04.897Z;2024-01-09T00:02:04Z;05DT6AK13FN5XM2N54DO;Organic;bot;text;País de Consulta:(AR) Argentina;28;0
05DT6AK13FN5XM2N54DO_2024-01-09T00:02:04.897Z;2024-01-09T00:02:04Z;05DT6AK13FN5XM2N54DO;Organic;bot;text;CUIT/CUIL/DNI/CI (###########);29;0
05DT6AK13FN5XM2N54DO_2024-01-09T00:02:04.897Z;2024-01-09T00:02:04Z;05DT6AK13FN5XM2N54DO;Organic;user;text;20217270570;11;0
05DT6AK13FN5XM2N54DO_2024-01-09T00:02:04.897Z;2024-01-09T00:02:04Z;05DT6AK13FN5XM2N54DO;Organic;bot;text;Espere por favor ....;18;0
05DT6AK13FN5XM2N54DO_2024-01-09T00:02:04.897Z;2024-01-09T00:02:04Z;05DT6AK13FN5XM2N54DO;Organic;bot;text;Hola SERGIO JAVIER ROBLES,  bienvenido  😀;34;0
05DT6AK13FN5XM2N54DO_2024-01-09T00:02:04.897Z;2024-01-09T00:02:04Z;05DT6AK13FN5XM2N54DO;Organic;bot;text;1. Demora en la entrega de productos contratados 2. Tengo pendientes cambios que solicité en mi publicidad 3. Problemas con la facturación o cobranza 4. Los resultados no son los esperados 5. Cerré mi negocio 6. Tengo una queja o reclamo 7. Salir de la selección;217;0
05DT6AK13FN5XM2N54DO_2024-01-09T00:02:04.897Z;2024-01-09T00:02:04Z;05DT6AK13FN5XM2N54DO;Organic;bot;text;Ingrese una Opción:;17;0
05DT6AK13FN5XM2N54DO_2024-01-09T00:02:04.897Z;2024-01-09T00:02:04Z;05DT6AK13FN5XM2N54DO;Organic;user;text;4;1;0
05DT6AK13FN5XM2N54DO_2024-01-09T00:02:04.897Z;2024-01-09T00:02:04Z;05DT6AK13FN5XM2N54DO;Organic;bot;text;Le recordamos que el horario de atención es de Lunes a Viernes de 8:30 hs a 18 hs. 👍;66;0
05DT6AK13FN5XM2N54DO_2024-01-09T00:02:04.897Z;2024-01-09T00:02:04Z;05DT6AK13FN5XM2N54DO;Organic;bot;text;Esperamos nuevamente su visita. Gracias. 👍;37;0
05DT6AK13FN5XM2N54DO_2024-01-09T00:04:38.099Z;2024-01-09T00:04:38Z;05DT6AK13FN5XM2N54DO;Organic;bot;text;¡Hola! Soy *Ana*, la asistente virtual de Guru.   Estoy para ayudarte en lo que necesites.;74;0
05DT6AK13FN5XM2N54DO_2024-01-09T00:04:38.099Z;2024-01-09T00:04:38Z;05DT6AK13FN5XM2N54DO;Organic;bot;text;País de Consulta: (AR) Argentina;28;0
05DT6AK13FN5XM2N54DO_2024-01-09T00:04:38.099Z;2024-01-09T00:04:38Z;05DT6AK13FN5XM2N54DO;Organic;user;text;Hola;4;0
05DT6AK13FN5XM2N54DO_2024-01-09T00:04:38.099Z;2024-01-09T00:04:38Z;05DT6AK13FN5XM2N54DO;Organic;bot;text;¡Hola! Soy *Ana*, la asistente virtual de Guru.   Estoy para ayudarte en lo que necesites.;74;0
05DT6AK13FN5XM2N54DO_2024-01-09T00:04:38.099Z;2024-01-09T00:04:38Z;05DT6AK13FN5XM2N54DO;Organic;bot;text;País de Consulta:(AR) Argentina;28;0
05DT6AK13FN5XM2N54DO_2024-01-09T00:04:38.099Z;2024-01-09T00:04:38Z;05DT6AK13FN5XM2N54DO;Organic;bot;text;CUIT/CUIL/DNI/CI (###########);29;0
05DT6AK13FN5XM2N54DO_2024-01-09T00:04:38.099Z;2024-01-09T00:04:38Z;05DT6AK13FN5XM2N54DO;Organic;user;text;20217270570;11;0
05DT6AK13FN5XM2N54DO_2024-01-09T00:04:38.099Z;2024-01-09T00:04:38Z;05DT6AK13FN5XM2N54DO;Organic;bot;text;Espere por favor ....;18;0
05DT6AK13FN5XM2N54DO_2024-01-09T00:04:38.099Z;2024-01-09T00:04:38Z;05DT6AK13FN5XM2N54DO;Organic;bot;text;Hola SERGIO JAVIER ROBLES,  bienvenido  😀;34;0
